PLAYER_NAME,xShot_total,xPoints_total
Emanuel Terry,5.8270520757842625,11.654104151568525
George King,3.9908706160563985,11.033040666708334
Joel Ayayi,5.077780704404192,10.818590523401177
Shaq Buchanan,4.608013164512374,10.693396963285437
Matt Ryan,3.5193403644345524,10.558021093303658
Craig Sword,4.90100511737616,10.55241183140189
Aaron Henry,4.766489283933625,10.212823043327901
Eugene Omoruyi,4.324928405873421,10.072377403986353
Malik Newman,4.288531404652063,9.239970882580991
MJ Walker,3.6371207167175355,8.661994989743063
Rob Edwards,2.8519441128786056,8.555832338635817
Moses Wright,3.885142106349289,8.517569432347521
Damyean Dotson,3.7766560296918525,8.497144674806732
Cat Barber,4.062142674435927,8.124285348871854
Wayne Selden,3.1790353373504203,7.788387340255388
Scotty Hopson,3.231907738405556,7.164501667866084
Juwan Morgan,2.8020223912601163,6.980579502477367
Zylan Cheatham,2.427261048159309,6.300720135080011
Jay Huff,2.2752662941438935,5.916393702850054
Jemerrio Jones,2.9579917119321806,5.915983423864361
McKinley Wright IV,2.2425244502295323,5.86495770612464
DaQuan Jeffries,2.535563136221331,5.819306528076671
Jaysean Paige,2.1873784606836524,5.692368054884943
Feron Hunt,2.7623026521889735,5.524605304377947
Jordan Goodwin,2.428550161907042,5.519368040197032
Chandler Hutchison,2.213881489391424,4.427762978782848
Jarron Cumberland,1.8337864819747975,4.251462844038443
Anthony Lamb,1.2971959122539105,3.891587736761731
JaQuori McLaughlin,1.4091956289443783,3.4779081615428824
Emmanuel Mudiay,1.47676056388419,2.95352112776838
Ahmad Caver,1.2884860265982132,2.5769720531964264
Arnoldas Kulboka,0.7436065597864867,2.23081967935946
Matt Mooney,0.6998851745420879,2.0996555236262635
David Johnson,0.661645920038533,1.9849377601155989
Trayvon Palmer,0.9431468940454826,1.8862937880909652
Tyrell Terry,0.8819481853204242,1.7638963706408484
Nate Hinton,0.8509703813768613,1.7019407627537226
Jaden Springer,0.8478241913369555,1.695648382673911
Jon Teske,0.779016484669946,1.558032969339892
Joe Johnson,0.6239509090383604,1.2479018180767207
