"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches","url"
192,"Matheus França","/en/players/077faf72/Matheus-Franca","br BRA","MF,FW","Crystal Palace",19,2004,2.6,8,3.1,4,3,0,0,1,0,2,0.78,1,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
193,"Nathan Fraser","/en/players/00b77ecf/Nathan-Fraser","ie IRL","FW","Wolves",18,2005,2.1,6,2.92,5,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
194,"Cody Gakpo","/en/players/1971591f/Cody-Gakpo","nl NED","FW,MF","Liverpool",24,1999,18.3,73,3.98,47,1,6,12,5,2,10,0.55,6,0,1,2,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
195,"Conor Gallagher","/en/players/c2731c10/Conor-Gallagher","eng ENG","MF","Chelsea",23,2000,34.8,109,3.14,78,15,5,4,1,6,14,0.4,7,5,0,1,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
196,"Idrissa Gana Gueye","/en/players/72c812f3/Idrissa-Gana-Gueye","sn SEN","MF","Everton",33,1989,20.9,52,2.48,37,0,0,5,4,6,4,0.19,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
197,"Alejandro Garnacho","/en/players/7aa8adfe/Alejandro-Garnacho","ar ARG","FW","Manchester Utd",19,2004,28.5,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
198,"James Garner","/en/players/4e015693/James-Garner","eng ENG","MF","Everton",22,2001,33.4,98,2.94,58,22,3,6,4,5,8,0.24,3,1,0,1,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
199,"Saman Ghoddos","/en/players/f7b1d4e0/Saman-Ghoddos","ir IRN","DF","Brentford",29,1993,8.2,20,2.44,10,5,1,0,3,1,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
200,"Morgan Gibbs-White","/en/players/32f60ed8/Morgan-Gibbs-White","eng ENG","MF,FW","Nott'ham Forest",23,2000,35.1,149,4.25,86,38,9,7,8,1,18,0.51,14,3,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
201,"Bryan Gil","/en/players/7b5ab7f2/Bryan-Gil","es ESP","FW,MF","Tottenham",22,2001,2.3,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
202,"Alfie Gilchrist","/en/players/d91f104d/Alfie-Gilchrist","eng ENG","DF","Chelsea",19,2003,2.3,3,1.31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
203,"Ryan Giles","/en/players/73b1d65b/Ryan-Giles","eng ENG","DF,MF","Luton Town",23,2000,5.6,12,2.15,8,3,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
204,"Billy Gilmour","/en/players/df10e27c/Billy-Gilmour","sct SCO","MF","Brighton",22,2001,23.6,69,2.93,59,5,0,2,3,0,6,0.25,5,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
205,"Ben Godfrey","/en/players/9f7c837d/Ben-Godfrey","eng ENG","DF","Everton",25,1998,12.4,17,1.37,9,1,0,5,0,2,3,0.24,1,0,0,1,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
206,"André Gomes","/en/players/1961b2aa/Andre-Gomes","pt POR","MF,FW","Everton",30,1993,5.6,18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
207,"João Gomes","/en/players/8b57ad2c/Joao-Gomes","br BRA","MF","Wolves",22,2001,29.4,65,2.21,48,4,2,4,2,5,4,0.14,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
208,"Toti Gomes","/en/players/f0caab96/Toti-Gomes","pt POR","DF","Wolves",24,1999,30.8,21,0.68,16,1,1,3,0,0,4,0.13,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
209,"Joe Gomez","/en/players/7a11550b/Joe-Gomez","eng ENG","DF","Liverpool",26,1997,19.8,51,2.57,43,0,1,4,3,0,5,0.25,4,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
210,"Sergio Gómez","/en/players/01e5f06e/Sergio-Gomez","es ESP","FW,MF","Manchester City",22,2000,0.6,2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
211,"Enso Gonzalez","/en/players/7e5bebeb/Enso-Gonzalez","py PAR","MF,DF","Wolves",18,2005,0,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
212,"Anthony Gordon","/en/players/2bd83368/Anthony-Gordon","eng ENG","FW","Newcastle Utd",22,2001,32.1,143,4.45,86,18,13,11,13,2,29,0.9,13,2,5,4,5,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
213,"Kaide Gordon","/en/players/19a9cb70/Kaide-Gordon","eng ENG","FW","Liverpool",18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
214,"Daniel Gore","/en/players/861e9b3b/Daniel-Gore","eng ENG","MF","Manchester Utd",18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
215,"Ryan Gravenberch","/en/players/b8e740fb/Ryan-Gravenberch","nl NED","MF","Liverpool",21,2002,12.5,44,3.54,36,0,2,6,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
216,"Ivo Grbić","/en/players/3f034750/Ivo-Grbic","hr CRO","GK","Sheffield Utd",27,1996,8.6,2,0.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
217,"Jack Grealish","/en/players/b0b4fd3e/Jack-Grealish","eng ENG","FW,MF","Manchester City",27,1995,11.2,54,4.82,46,0,1,2,5,0,4,0.36,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
218,"Pascal Groß","/en/players/8aec0537/Pascal-Gross","de GER","MF,DF","Brighton",32,1991,34.6,185,5.35,114,54,5,9,2,1,16,0.46,9,2,4,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
219,"Marc Guéhi","/en/players/d0706b27/Marc-Guehi","eng ENG","DF","Crystal Palace",23,2000,22.5,22,0.98,17,0,0,2,2,1,2,0.09,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
220,"Bruno Guimarães","/en/players/82518f62/Bruno-Guimaraes","br BRA","MF","Newcastle Utd",25,1997,36.3,143,3.94,110,8,10,3,6,6,19,0.52,12,0,4,2,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
221,"Malo Gusto","/en/players/d56b9520/Malo-Gusto","fr FRA","DF","Chelsea",20,2003,19.5,52,2.67,47,2,1,0,0,2,7,0.36,7,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
222,"Joško Gvardiol","/en/players/5ad50391/Josko-Gvardiol","hr CRO","DF","Manchester City",21,2002,25.9,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
223,"Erling Haaland","/en/players/1f44ac21/Erling-Haaland","no NOR","FW","Manchester City",23,2000,28.4,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
224,"Antwoine Hackford","/en/players/a7588cdc/Antwoine-Hackford","eng ENG","FW","Sheffield Utd",19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
225,"Lewis Hall","/en/players/da011f18/Lewis-Hall","eng ENG","DF","Newcastle Utd",18,2004,8.7,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
226,"Gustavo Hamer","/en/players/eebacc07/Gustavo-Hamer","nl NED","MF","Sheffield Utd",26,1997,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
227,"Luke Harris","/en/players/8c3078cd/Luke-Harris","wls WAL","MF","Fulham",18,2005,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
228,"Jack Harrison","/en/players/aa849a12/Jack-Harrison","eng ENG","MF,FW","Everton",26,1996,24.6,66,2.68,46,2,3,7,6,2,7,0.28,5,0,0,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
229,"Daiki Hashioka","/en/players/10cb48b7/Daiki-Hashioka","jp JPN","DF","Luton Town",24,1999,6.6,8,1.21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
230,"Kai Havertz","/en/players/fed7cb61/Kai-Havertz","de GER","MF,FW","Arsenal",24,1999,29.3,106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
231,"Jan Paul van Hecke","/en/players/4fd08daa/Jan-Paul-van-Hecke","nl NED","DF","Brighton",23,2000,26.3,37,1.41,35,0,0,1,0,1,3,0.11,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
232,"Hwang Hee-chan","/en/players/169fd162/Hwang-Hee-chan","kr KOR","FW,MF","Wolves",27,1996,23.5,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
233,"Dean Henderson","/en/players/e5a76dfe/Dean-Henderson","eng ENG","GK","Crystal Palace",26,1997,18,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
234,"Rico Henry","/en/players/8a3c1dc7/Rico-Henry","eng ENG","DF","Brentford",26,1997,4.5,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
235,"Son Heung-min","/en/players/92e7e919/Son-Heung-min","kr KOR","FW","Tottenham",31,1992,32.6,129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
236,"Aaron Hickey","/en/players/1780bb4a/Aaron-Hickey","sct SCO","DF","Brentford",21,2002,7.9,7,0.88,6,0,0,0,1,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
237,"James Hill","/en/players/69942fb3/James-Hill","eng ENG","DF","Bournemouth",21,2002,0.8,1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
238,"Jack Hinshelwood","/en/players/e98211e7/Jack-Hinshelwood","eng ENG","DF","Brighton",18,2005,9.7,14,1.45,11,0,0,3,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
239,"Mason Holgate","/en/players/d0042ab9/Mason-Holgate","eng ENG","DF","Sheffield Utd",26,1996,7.9,4,0.51,2,1,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
240,"Callum Hudson-Odoi","/en/players/15f3ec41/Callum-Hudson-Odoi","eng ENG","FW,MF","Nott'ham Forest",22,2000,20.6,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
241,"Will Hughes","/en/players/a0666d3e/Will-Hughes","eng ENG","MF","Crystal Palace",28,1995,21,48,2.29,34,9,1,0,2,2,5,0.24,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
242,"Pierre Højbjerg","/en/players/8b04d6c1/Pierre-Hojbjerg","dk DEN","MF","Tottenham",27,1995,14.6,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
243,"Rasmus Højlund","/en/players/491a433d/Rasmus-Hojlund","dk DEN","FW","Manchester Utd",20,2003,24,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
244,"Igor","/en/players/a4e85758/Igor","br BRA","DF","Brighton",25,1998,18.2,25,1.38,21,2,1,0,0,1,2,0.11,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
245,"Danny Ings","/en/players/07802f7f/Danny-Ings","eng ENG","FW","West Ham",31,1992,4.5,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
246,"Tim Iroegbunam","/en/players/84c5ceea/Tim-Iroegbunam","eng ENG","MF","Aston Villa",20,2003,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
247,"Alexander Isak","/en/players/8e92be30/Alexander-Isak","se SWE","FW","Newcastle Utd",23,1999,25.1,72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
248,"Alex Iwobi","/en/players/6ca5ec4b/Alex-Iwobi","ng NGA","MF","Everton",27,1996,1.6,12,7.77,6,1,2,3,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
249,"Alex Iwobi","/en/players/6ca5ec4b/Alex-Iwobi","ng NGA","FW,MF","Fulham",27,1996,24.4,103,4.23,87,0,6,9,0,1,10,0.41,8,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
250,"Nicolas Jackson","/en/players/9c36ed83/Nicolas-Jackson","sn SEN","FW","Chelsea",22,2001,31.1,95,3.05,60,1,18,8,6,2,11,0.35,7,0,2,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
251,"Reece James","/en/players/1265a93a/Reece-James","eng ENG","DF","Chelsea",23,1999,4.7,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
252,"Vitaly Janelt","/en/players/8449d35e/Vitaly-Janelt","de GER","MF,DF","Brentford",25,1998,33.9,80,2.36,69,2,1,3,3,2,4,0.12,3,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
253,"Daniel Jebbison","/en/players/03edb878/Daniel-Jebbison","eng ENG","FW","Sheffield Utd",19,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
254,"Mathias Jensen","/en/players/0f134faf/Mathias-Jensen","dk DEN","MF","Brentford",27,1996,24.5,87,3.55,48,35,0,0,3,1,8,0.33,5,2,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
255,"Gabriel Jesus","/en/players/b66315ae/Gabriel-Jesus","br BRA","FW","Arsenal",26,1997,16.4,59,3.59,37,1,9,5,3,4,8,0.49,4,1,1,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
256,"Raúl Jiménez","/en/players/b561db50/Raul-Jimenez","mx MEX","FW","Fulham",32,1991,15.5,27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
257,"João Pedro","/en/players/e8832875/Joao-Pedro","br BRA","FW,MF","Brighton",21,2001,22.7,91,4.01,64,0,7,10,9,1,11,0.48,5,0,2,2,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
258,"Joelinton","/en/players/c17bfb65/Joelinton","br BRA","MF,FW","Newcastle Utd",26,1996,14.2,47,3.3,37,0,6,4,0,0,3,0.21,2,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
259,"Ben Johnson","/en/players/9319781b/Ben-Johnson","eng ENG","DF,FW","West Ham",23,2000,6,9,1.49,7,0,0,0,2,0,1,0.17,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
260,"Brennan Johnson","/en/players/0cd31129/Brennan-Johnson","wls WAL","FW","Tottenham",22,2001,23.2,70,3.02,55,0,4,6,3,2,13,0.56,11,0,0,1,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
261,"Brennan Johnson","/en/players/0cd31129/Brennan-Johnson","wls WAL","FW,MF","Nott'ham Forest",22,2001,2.6,7,2.66,3,0,2,1,1,0,3,1.14,1,0,1,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
262,"Joseph Johnson","/en/players/d9e7c4da/Joseph-Johnson","eng ENG","DF","Luton Town",17,2006,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
263,"Sam Johnstone","/en/players/9e5708be/Sam-Johnstone","eng ENG","GK","Crystal Palace",30,1993,20,2,0.1,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
264,"Curtis Jones","/en/players/4fb9c88f/Curtis-Jones","eng ENG","MF","Liverpool",22,2001,13,36,2.78,28,0,3,3,1,1,3,0.23,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
265,"Jorginho","/en/players/45db685d/Jorginho","it ITA","MF","Arsenal",31,1991,10.2,27,2.64,25,0,0,1,0,1,5,0.49,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
266,"Diogo Jota","/en/players/178ae8f8/Diogo-Jota","pt POR","FW","Liverpool",26,1996,12.7,48,3.77,36,0,5,3,4,0,14,1.1,7,0,4,1,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
267,"Mads Juel Andersen","/en/players/f098c03e/Mads-Juel-Andersen","dk DEN","DF","Luton Town",25,1997,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
268,"Hamed Junior Traorè","/en/players/570bb4b9/Hamed-Junior-Traore","ci CIV","MF","Bournemouth",23,2000,0.5,4,7.66,1,0,2,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
269,"Mathias Jørgensen","/en/players/0db5d2c8/Mathias-Jorgensen","dk DEN","DF","Brentford",33,1990,12.1,12,0.99,11,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
270,"Issa Kaboré","/en/players/c066d1a5/Issa-Kabore","bf BFA","DF","Luton Town",22,2001,19.2,32,1.67,25,0,2,2,1,2,4,0.21,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
271,"Sasa Kalajdzic","/en/players/15f24fe7/Sasa-Kalajdzic","at AUT","FW","Wolves",26,1997,1.8,5,2.71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
272,"Boubacar Kamara","/en/players/cc77354e/Boubacar-Kamara","fr FRA","MF","Aston Villa",23,1999,18.4,38,2.07,33,0,0,2,1,2,3,0.16,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
273,"Willy Kambwala","/en/players/6a7353d7/Willy-Kambwala","fr FRA","DF","Manchester Utd",18,2004,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
274,"Thomas Kaminski","/en/players/1caa93a5/Thomas-Kaminski","be BEL","GK","Luton Town",30,1992,37.8,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
275,"Loris Karius","/en/players/32e7ce92/Loris-Karius","de GER","GK","Newcastle Utd",30,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
276,"Michael Keane","/en/players/c5b7c315/Michael-Keane","eng ENG","DF","Everton",30,1993,4.9,4,0.82,3,0,0,1,0,0,1,0.21,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
277,"Thilo Kehrer","/en/players/51dbeea9/Thilo-Kehrer","de GER","DF,MF","West Ham",26,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
278,"Caoimhín Kelleher","/en/players/62d7ef38/Caoimhin-Kelleher","ie IRL","GK","Liverpool",24,1998,10,2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
279,"Lloyd Kelly","/en/players/f31def1e/Lloyd-Kelly","eng ENG","DF","Bournemouth",24,1998,17.3,29,1.67,24,2,1,0,1,1,3,0.17,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
280,"Omari Kellyman","/en/players/aa888da7/Omari-Kellyman","eng ENG","FW","Aston Villa",17,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
281,"Milos Kerkez","/en/players/0ad53bdc/Milos-Kerkez","hu HUN","DF","Bournemouth",19,2003,21.9,32,1.46,25,0,0,4,2,1,4,0.18,2,0,0,0,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
282,"Kaine Kesler-Hayden","/en/players/9b066938/Kaine-Kesler-Hayden","eng ENG","MF,DF","Aston Villa",20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
283,"Max Kilman","/en/players/d0f72bf1/Max-Kilman","eng ENG","DF","Wolves",26,1997,38,39,1.03,34,0,2,2,0,1,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
284,"Jakub Kiwior","/en/players/dc3e663e/Jakub-Kiwior","pl POL","DF","Arsenal",23,2000,10.5,13,1.24,10,2,0,0,1,0,4,0.38,3,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
285,"Justin Kluivert","/en/players/4c3a6744/Justin-Kluivert","nl NED","MF,FW","Bournemouth",24,1999,21.3,59,2.77,37,0,9,6,4,3,5,0.23,3,0,1,0,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
286,"Luca Koleosho","/en/players/fc076f78/Luca-Koleosho","it ITA","MF,FW","Burnley",18,2004,10.8,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
287,"Ibrahima Konaté","/en/players/5ed9b537/Ibrahima-Konate","fr FRA","DF","Liverpool",24,1999,17.5,24,1.37,24,0,0,0,0,0,1,0.06,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
288,"Ezri Konsa","/en/players/0313a347/Ezri-Konsa","eng ENG","DF","Aston Villa",25,1997,34.1,34,1,25,1,2,2,3,1,6,0.18,3,1,0,0,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
289,"Cheikhou Kouyaté","/en/players/8d3c902d/Cheikhou-Kouyate","sn SEN","MF","Nott'ham Forest",33,1989,2.4,8,3.4,5,0,0,2,0,1,1,0.42,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
290,"Mateo Kovačić","/en/players/79c0821a/Mateo-Kovacic","hr CRO","MF","Manchester City",29,1994,17.2,54,3.14,47,0,2,4,1,0,6,0.35,5,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
