Player,KP,PrgP,Cmp_percent_Total,Pos,xA_Expected,Final_Third,PPA,xAG,Succ_Take,PrgC_Carries,CPA_Carries,Final_Third_Carries,PrgR_Receiving,Rec_Receiving,TklW_Tackles,Int,Min_Playing.Time,SCA90_SCA,PassLive_GCA,GCA90_GCA,Sh_per_90_Standard,SoT_per_90_Standard,xG_Expected,npxG_Expected,G_minus_xG_Expected,Recov,TB_Pass,Att,xG_per90,npXG_per90,Sh_per90,SoT_per90,SCA_per90,GCA_per90,PassLive_SCA_per90,TB_per90,KP_per90,PrgP_per90,PPA_per90,F3P_per90,Succ_Take_per90,PrgC_per90,CPA_per90,F3C_per90,TklW_per90,Recov_per90,PrgR_per90,Rec_per90,xA_per90,xAG_per90,Cluster,Style
Brahim Díaz,23,74,86.8,"FW,MF",2.3,56,19,3.3,24,39,12,16,110,669,19,4,1385.0,3.64,7,0.78,1.82,0.97,5.3,5.3,-1.3,54,8,660,0.3444043321299639,0.3444043321299639,1.82,0.97,3.64,0.78,0.45487364620938625,0.51985559566787,1.4945848375451263,4.808664259927798,1.2346570397111913,3.63898916967509,1.55956678700361,2.5342960288808665,0.779783393501805,1.03971119133574,1.2346570397111913,3.509025270758123,7.148014440433213,43.47292418772563,0.14945848375451262,0.21444043321299636,5,Dribbling Playmaker
Arda Güler,40,93,86.1,"MF,FW",4.4,82,31,4.5,20,34,10,33,86,808,16,7,1250.0,5.69,4,0.79,2.81,1.15,3.3,3.3,-0.3,56,10,886,0.2376,0.2376,2.81,1.15,5.69,0.79,0.28800000000000003,0.72,2.88,6.696,2.2319999999999998,5.904000000000001,1.44,2.448,0.72,2.376,1.1520000000000001,4.032,6.192,58.175999999999995,0.3168,0.324,7,Ball-Dominant Star
Vinicius Júnior,58,85,74.7,FW,7.0,53,36,8.0,82,169,106,87,256,1059,10,3,2253.0,5.39,11,0.72,3.12,0.96,10.4,8.2,0.6,71,15,901,0.41544607190412786,0.32756324900133155,3.12,0.96,5.39,0.72,0.4394141145139814,0.5992010652463382,2.316910785619174,3.395472703062583,1.4380825565912116,2.1171770972037285,3.2756324900133156,6.750998668442078,4.234354194407457,3.4753661784287613,0.3994673768308922,2.8362183754993344,10.226364846870839,42.30359520639148,0.2796271637816245,0.3195739014647137,2,Elite Creator
Kylian Mbappé,51,140,82.9,FW,6.6,75,52,7.7,83,150,96,95,386,1355,5,1,2907.0,4.12,8,0.46,4.71,2.32,25.9,18.6,5.1,36,6,1145,0.8018575851393188,0.5758513931888545,4.71,2.32,4.12,0.46,0.2476780185758514,0.18575851393188852,1.5789473684210527,4.3343653250774,1.6099071207430342,2.3219814241486065,2.569659442724458,4.643962848297213,2.9721362229102164,2.9411764705882355,0.15479876160990713,1.1145510835913313,11.95046439628483,41.95046439628483,0.2043343653250774,0.23839009287925697,1,All-Around Attacker
Rodrygo,49,108,85.9,"FW,MF",4.2,66,26,3.0,49,113,50,87,253,1068,14,11,1928.0,4.95,7,0.42,2.52,0.93,4.0,3.9,2.0,71,1,1093,0.18672199170124482,0.18205394190871366,2.52,0.93,4.95,0.42,0.32676348547717843,0.046680497925311204,2.287344398340249,5.04149377593361,1.2136929460580914,3.0809128630705396,2.287344398340249,5.274896265560166,2.3340248962655603,4.0612033195020745,0.6535269709543569,3.3143153526970957,11.810165975103734,49.85477178423237,0.19605809128630705,0.1400414937759336,2,Elite Creator
Ander Barrenetxea,16,48,70.9,"MF,FW",2.5,23,22,1.9,26,43,19,26,152,522,19,11,1263.0,2.99,4,0.43,1.78,0.57,1.6,1.6,-0.6,88,1,529,0.11401425178147269,0.11401425178147269,1.78,0.57,2.99,0.43,0.2850356294536817,0.07125890736342043,1.1401425178147269,3.420427553444181,1.5676959619952495,1.6389548693586697,1.852731591448931,3.0641330166270784,1.3539192399049882,1.852731591448931,1.3539192399049882,6.270783847980998,10.831353919239906,37.197149643705465,0.17814726840855105,0.1353919239904988,3,Link Play Forward
Sheraldo Becker,8,23,63.9,"FW,MF",1.7,6,17,2.0,4,51,14,16,110,300,2,1,995.0,1.9,1,0.09,1.99,1.18,2.0,2.0,0.0,30,0,313,0.18090452261306533,0.18090452261306533,1.99,1.18,1.9,0.09,0.09045226130653267,0.0,0.7236180904522613,2.080402010050251,1.5376884422110553,0.542713567839196,0.36180904522613067,4.613065326633166,1.2663316582914574,1.4472361809045227,0.18090452261306533,2.7135678391959797,9.949748743718594,27.135678391959797,0.1537688442211055,0.18090452261306533,4,Secondary Creator
Takefusa Kubo,45,110,72.1,"MF,FW",3.8,59,45,4.5,75,133,57,63,218,988,20,17,2372.0,4.33,2,0.3,1.63,0.53,3.6,3.6,1.4,118,7,962,0.13659359190556492,0.13659359190556492,1.63,0.53,4.33,0.3,0.07588532883642496,0.26559865092748736,1.7074198988195617,4.1736930860033725,1.7074198988195617,2.238617200674536,2.845699831365936,5.04637436762226,2.162731871838111,2.390387858347386,0.7588532883642496,4.477234401349072,8.27150084317032,37.487352445193935,0.14418212478920742,0.17074198988195616,3,Link Play Forward
Mikel Oyarzabal,15,28,73.5,FW,1.8,19,10,2.4,9,31,16,18,133,532,16,4,2250.0,1.52,3,0.2,1.56,0.52,9.9,6.8,-0.9,48,2,505,0.396,0.272,1.56,0.52,1.52,0.2,0.12,0.08,0.6000000000000001,1.1199999999999999,0.4,0.7599999999999999,0.36,1.24,0.64,0.72,0.64,1.92,5.32,21.28,0.07200000000000001,0.096,8,Peripheral Forward
Orri Steinn Óskarsson,5,9,52.8,FW,0.5,4,3,0.2,2,6,5,2,50,207,6,2,944.0,0.95,0,0.0,1.81,0.67,5.2,5.2,-2.2,15,0,197,0.4957627118644068,0.4957627118644068,1.81,0.67,0.95,0.0,0.0,0.0,0.47669491525423724,0.8580508474576272,0.2860169491525424,0.3813559322033898,0.1906779661016949,0.5720338983050848,0.47669491525423724,0.1906779661016949,0.5720338983050848,1.4300847457627117,4.766949152542373,19.735169491525422,0.04766949152542373,0.019067796610169493,8,Peripheral Forward
Mamadou Diakhon,13,17,77.0,"FW,MF",0.6,5,6,1.1,25,61,32,37,77,299,8,4,858.0,3.88,1,0.21,1.89,0.84,1.0,1.0,1.0,38,1,257,0.1048951048951049,0.1048951048951049,1.89,0.84,3.88,0.21,0.1048951048951049,0.1048951048951049,1.3636363636363638,1.7832167832167831,0.6293706293706294,0.5244755244755245,2.622377622377622,6.398601398601398,3.3566433566433567,3.881118881118881,0.8391608391608392,3.986013986013986,8.076923076923077,31.363636363636367,0.06293706293706294,0.11538461538461539,3,Link Play Forward
Oumar Diakité,11,44,82.2,FW,1.2,22,12,1.1,20,24,4,20,93,397,13,3,1628.0,2.16,4,0.22,1.44,0.5,5.5,4.7,-1.5,59,1,354,0.30405405405405406,0.25982800982800985,1.44,0.5,2.16,0.22,0.22113022113022113,0.05528255528255528,0.6081081081081081,2.4324324324324325,0.6633906633906634,1.2162162162162162,1.1056511056511056,1.3267813267813269,0.22113022113022113,1.1056511056511056,0.7186732186732187,3.2616707616707616,5.141277641277641,21.947174447174447,0.06633906633906633,0.060810810810810814,4,Secondary Creator
Junya Ito,82,133,66.8,"FW,MF",9.1,69,67,7.1,47,100,25,74,256,1034,30,13,2690.0,4.32,7,0.3,1.04,0.37,4.6,4.6,-0.6,135,7,1214,0.15390334572490705,0.15390334572490705,1.04,0.37,4.32,0.3,0.23420074349442377,0.23420074349442377,2.7434944237918213,4.449814126394052,2.241635687732342,2.3085501858736057,1.5724907063197024,3.345724907063197,0.8364312267657993,2.475836431226766,1.003717472118959,4.516728624535316,8.565055762081784,34.594795539033456,0.3044609665427509,0.23754646840148697,5,Dribbling Playmaker
Yaya Kader Fofana,7,22,76.3,"MF,FW",1.0,14,10,1.7,14,19,6,12,29,220,11,3,634.0,3.12,3,0.71,1.85,0.57,0.6,0.6,0.4,33,3,232,0.08517350157728706,0.08517350157728706,1.85,0.57,3.12,0.71,0.42586750788643535,0.42586750788643535,0.9936908517350158,3.1230283911671926,1.419558359621451,1.9873817034700316,1.9873817034700316,2.697160883280757,0.8517350157728707,1.7034700315457414,1.5615141955835963,4.684542586750789,4.116719242902208,31.230283911671926,0.14195583596214512,0.24132492113564669,3,Link Play Forward
Keito Nakamura,26,82,74.2,"FW,MF",3.4,32,24,2.9,30,90,33,45,197,776,16,13,2649.0,2.31,4,0.24,2.85,1.09,9.1,9.1,1.9,116,3,775,0.3091732729331823,0.3091732729331823,2.85,1.09,2.31,0.24,0.13590033975084936,0.10192525481313704,0.883352208380521,2.7859569648924123,0.8154020385050963,1.087202718006795,1.0192525481313703,3.0577576443941106,1.1211778029445074,1.5288788221970553,0.5436013590033975,3.941109852774632,6.693091732729332,26.36466591166478,0.11551528878822197,0.09852774631936581,4,Secondary Creator
Ludovic Blas,47,116,73.9,"MF,FW",5.4,76,33,4.6,44,83,31,46,184,919,25,13,2293.0,4.2,7,0.63,2.24,1.02,5.0,5.0,1.0,88,8,938,0.19624945486262538,0.19624945486262538,2.24,1.02,4.2,0.63,0.27474923680767555,0.3139991277802006,1.8447448757086788,4.552987352812909,1.2952464020933274,2.9829917139119058,1.7269952027911035,3.257740950719581,1.2167466201482773,1.8054949847361534,0.9812472743131269,3.453990405582207,7.221979938944614,36.07064980375054,0.21194941125163544,0.18054949847361534,5,Dribbling Playmaker
Amine Gouiri,8,46,78.2,"MF,FW",0.8,21,9,0.4,15,22,11,9,63,354,6,2,1037.0,2.52,3,0.35,2.69,1.39,3.5,3.5,-0.5,40,3,354,0.30376084860173574,0.30376084860173574,2.69,1.39,2.52,0.35,0.2603664416586307,0.2603664416586307,0.6943105110896818,3.9922854387656703,0.781099324975892,1.8225650916104146,1.3018322082931533,1.9093539054966249,0.9546769527483124,0.781099324975892,0.5207328833172614,3.471552555448409,5.467695274831244,30.72324011571842,0.06943105110896818,0.03471552555448409,4,Secondary Creator
Arnaud Kalimuendo,19,72,78.8,"FW,MF",2.1,36,14,2.0,21,50,27,30,167,684,12,4,2578.0,1.71,4,0.21,2.37,1.01,14.9,8.9,2.1,63,3,605,0.5201706749418153,0.3107059736229636,2.37,1.01,1.71,0.21,0.13964313421256788,0.1047323506594259,0.6633048875096974,2.513576415826222,0.48875096974398763,1.256788207913111,0.7331264546159814,1.7455391776570983,0.9425911559348332,1.047323506594259,0.4189294026377036,2.199379363847944,5.830100853374709,23.878975950349105,0.07331264546159814,0.06982156710628394,0,Support Forward
Musa Al-Taamari,10,8,81.8,"FW,MF",1.4,5,3,1.3,7,21,9,10,39,147,1,2,1116.0,3.5,1,0.16,2.22,0.48,2.4,2.4,-1.4,17,0,132,0.1935483870967742,0.1935483870967742,2.22,0.48,3.5,0.16,0.08064516129032258,0.0,0.8064516129032258,0.6451612903225806,0.24193548387096775,0.4032258064516129,0.5645161290322581,1.6935483870967742,0.7258064516129032,0.8064516129032258,0.08064516129032258,1.3709677419354838,3.1451612903225805,11.854838709677418,0.11290322580645161,0.10483870967741936,8,Peripheral Forward
Tammy Abraham,0,1,33.3,FW,0.0,1,0,0.0,0,0,0,0,2,4,0,0,1183.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760777683854607,0.0,0.0760777683854607,0.0,0.0,0.0,0.0,0.0,0.0,0.1521555367709214,0.3043110735418428,0.0,0.0,8,Peripheral Forward
Tommaso Baldanzi,10,23,84.0,"MF,FW",0.8,22,6,1.0,17,39,10,31,57,335,4,6,832.0,3.89,3,0.43,2.16,0.43,1.4,1.4,-0.4,48,4,363,0.15144230769230768,0.15144230769230768,2.16,0.43,3.89,0.43,0.3245192307692308,0.4326923076923077,1.0817307692307694,2.487980769230769,0.6490384615384616,2.379807692307692,1.8389423076923077,4.21875,1.0817307692307694,3.3533653846153846,0.4326923076923077,5.1923076923076925,6.165865384615385,36.237980769230774,0.08653846153846154,0.10817307692307693,3,Link Play Forward
Artem Dovbyk,25,16,74.1,FW,1.5,17,4,2.4,7,24,14,10,175,504,2,2,2418.0,1.94,3,0.22,2.27,0.93,11.9,10.3,0.1,26,2,433,0.4429280397022332,0.3833746898263028,2.27,0.93,1.94,0.22,0.11166253101736973,0.07444168734491315,0.9305210918114144,0.5955334987593052,0.1488833746898263,0.6327543424317619,0.26054590570719605,0.8933002481389578,0.5210918114143921,0.37220843672456577,0.07444168734491315,0.967741935483871,6.513647642679901,18.759305210918114,0.05583126550868486,0.08933002481389578,0,Support Forward
Paulo Dybala,40,79,81.8,"FW,MF",5.2,47,26,5.0,11,41,17,42,122,709,7,2,1417.0,5.34,5,0.51,2.99,0.95,6.4,4.0,-0.4,63,2,729,0.40649258997882853,0.25405786873676783,2.99,0.95,5.34,0.51,0.3175723359209598,0.12702893436838392,2.5405786873676783,5.017642907551164,1.651376146788991,2.985179957657022,0.6986591390261115,2.60409315455187,1.0797459421312632,2.667607621736062,0.4446012702893437,4.001411432604093,7.748764996471419,45.031757233592096,0.3302752293577982,0.3175723359209598,7,Ball-Dominant Star
Alexis Saelemaekers,24,53,81.5,"DF,FW",2.0,35,22,2.6,22,39,14,32,136,709,20,9,1389.0,3.57,5,0.65,1.62,0.78,2.5,2.5,4.5,75,3,773,0.16198704103671707,0.16198704103671707,1.62,0.78,3.57,0.65,0.32397408207343414,0.19438444924406048,1.5550755939524838,3.4341252699784017,1.42548596112311,2.267818574514039,1.42548596112311,2.526997840172786,0.9071274298056154,2.073434125269978,1.2958963282937366,4.859611231101511,8.812095032397409,45.93952483801296,0.12958963282937364,0.16846652267818576,5,Dribbling Playmaker
Eldor Shomurodov,17,21,75.2,"FW,MF",1.4,10,6,1.3,8,19,9,17,62,333,6,3,1097.0,2.62,7,0.57,2.38,1.07,4.7,4.7,-0.7,36,1,286,0.3855970829535096,0.3855970829535096,2.38,1.07,2.62,0.57,0.5742935278030994,0.0820419325432999,1.3947128532360984,1.722880583409298,0.4922515952597995,0.820419325432999,0.6563354603463992,1.5587967183226985,0.7383773928896992,1.3947128532360984,0.4922515952597995,2.9535095715587967,5.086599817684594,27.319963536918866,0.11485870556061986,0.10665451230628989,4,Secondary Creator
Augustine Boakye,13,35,75.0,"FW,MF",1.0,14,11,0.9,13,25,9,20,60,251,3,6,733.0,4.3,0,0.12,2.95,1.11,1.8,1.8,1.2,27,2,256,0.22100954979536153,0.22100954979536153,2.95,1.11,4.3,0.12,0.0,0.24556616643929058,1.5961800818553888,4.297407912687585,1.3506139154160983,1.718963165075034,1.5961800818553888,3.069577080491132,1.1050477489768076,2.455661664392906,0.36834924965893584,3.3151432469304227,7.366984993178718,30.818553888130968,0.12278308321964529,0.11050477489768076,3,Link Play Forward
Mathieu Cafaro,13,16,72.0,"MF,FW",1.3,12,9,1.3,7,19,7,8,51,225,7,7,732.0,3.07,2,0.25,2.83,1.23,1.5,1.5,-0.5,30,2,239,0.18442622950819673,0.18442622950819673,2.83,1.23,3.07,0.25,0.2459016393442623,0.2459016393442623,1.5983606557377048,1.9672131147540983,1.1065573770491803,1.4754098360655739,0.8606557377049181,2.336065573770492,0.8606557377049181,0.9836065573770492,0.8606557377049181,3.6885245901639343,6.270491803278688,27.66393442622951,0.1598360655737705,0.1598360655737705,4,Secondary Creator
Irvin Cardona,15,32,66.9,FW,1.6,11,16,1.4,6,30,10,21,135,395,5,4,1063.0,2.31,2,0.28,1.95,0.85,4.5,3.7,0.5,26,3,381,0.3809971777986829,0.31326434619002824,1.95,0.85,2.31,0.28,0.16933207902163688,0.25399811853245535,1.2699905926622765,2.70931326434619,1.354656632173095,0.9313264346190029,0.5079962370649107,2.539981185324553,0.8466603951081844,1.7779868297271872,0.4233301975540922,2.2013170272812794,11.429915333960489,33.44308560677328,0.1354656632173095,0.11853245531514581,4,Secondary Creator
Zuriko Davitashvili,50,73,78.6,"FW,MF",5.5,38,23,4.7,46,95,47,56,224,905,14,14,2778.0,3.85,8,0.5,2.2,0.78,8.1,6.6,0.9,117,6,938,0.26241900647948163,0.2138228941684665,2.2,0.78,3.85,0.5,0.25917926565874727,0.19438444924406048,1.6198704103671706,2.365010799136069,0.7451403887688984,1.2311015118790496,1.4902807775377969,3.077753779697624,1.5226781857451404,1.814254859611231,0.4535637149028077,3.7904967602591793,7.257019438444924,29.319654427645787,0.17818574514038876,0.15226781857451405,3,Link Play Forward
Ibrahim Sissoko,7,12,66.3,FW,0.3,9,1,0.6,3,14,6,12,36,206,9,2,819.0,2.31,1,0.11,2.31,0.44,4.3,3.5,-1.3,23,1,178,0.4725274725274725,0.38461538461538464,2.31,0.44,2.31,0.11,0.10989010989010989,0.10989010989010989,0.7692307692307693,1.3186813186813187,0.10989010989010989,0.989010989010989,0.32967032967032966,1.5384615384615385,0.6593406593406593,1.3186813186813187,0.989010989010989,2.5274725274725274,3.956043956043956,22.637362637362635,0.03296703296703297,0.06593406593406594,8,Peripheral Forward
Lucas Stassin,18,35,74.0,FW,3.1,13,12,3.4,15,26,13,13,149,455,11,3,1887.0,1.7,4,0.4,2.1,1.1,7.0,7.0,3.0,34,5,473,0.3338632750397456,0.3338632750397456,2.1,1.1,1.7,0.4,0.1907790143084261,0.2384737678855326,0.8585055643879173,1.6693163751987283,0.5723370429252782,0.6200317965023847,0.7154213036565977,1.2400635930047694,0.6200317965023847,0.6200317965023847,0.5246422893481717,1.6216216216216217,7.106518282988871,21.701112877583466,0.1478537360890302,0.16216216216216217,4,Secondary Creator
Akor Adams,0,5,74.1,FW,0.0,3,1,0.0,1,0,0,0,5,20,0,0,1075.0,0.0,0,0.0,1.34,0.67,0.4,0.4,-0.4,4,0,27,0.03348837209302326,0.03348837209302326,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.41860465116279066,0.08372093023255814,0.25116279069767444,0.08372093023255814,0.0,0.0,0.0,0.0,0.33488372093023255,0.41860465116279066,1.6744186046511627,0.0,0.0,8,Peripheral Forward
Valentín Barco,6,13,72.8,"DF,FW",0.3,12,3,0.6,9,20,2,28,55,632,22,13,1157.0,1.56,6,0.47,0.78,0.08,0.5,0.5,-0.5,79,2,777,0.03889369057908384,0.03889369057908384,0.78,0.08,1.56,0.47,0.46672428694900603,0.15557476231633535,0.46672428694900603,1.0112359550561798,0.23336214347450301,0.9334485738980121,0.700086430423509,1.5557476231633536,0.15557476231633535,2.178046672428695,1.7113223854796886,6.1452031114952455,4.278305963699222,49.161624891961964,0.0233362143474503,0.0466724286949006,6,Pressing Forward
Chidera Ejuke,21,38,81.6,FW,1.2,18,20,1.9,47,75,26,35,101,443,13,5,966.0,4.19,2,0.19,1.86,0.75,1.1,1.1,0.9,63,2,445,0.10248447204968945,0.10248447204968945,1.86,0.75,4.19,0.19,0.1863354037267081,0.1863354037267081,1.9565217391304348,3.5403726708074537,1.8633540372670807,1.6770186335403727,4.37888198757764,6.987577639751552,2.422360248447205,3.2608695652173916,1.2111801242236024,5.869565217391304,9.409937888198758,41.27329192546584,0.11180124223602485,0.17701863354037264,2,Elite Creator
Dodi Lukebakio,54,93,74.1,FW,4.0,50,24,4.5,84,131,65,83,247,1110,14,11,3092.0,3.46,6,0.26,2.71,1.11,10.1,9.3,0.9,120,7,1052,0.29398447606727035,0.2706985769728331,2.71,1.11,3.46,0.26,0.17464424320827943,0.203751617076326,1.571798188874515,2.7069857697283313,0.6985769728331177,1.4553686934023287,2.445019404915912,3.813065976714101,1.891979301423027,2.4159120310478657,0.407503234152652,3.4928848641655885,7.189521345407503,32.309184993531694,0.1164294954721863,0.13098318240620957,3,Link Play Forward
Peque,12,35,79.9,"MF,FW",0.9,25,6,1.2,11,14,1,12,44,346,5,8,1134.0,2.54,3,0.24,1.51,0.32,2.5,2.5,-1.5,41,5,349,0.1984126984126984,0.1984126984126984,1.51,0.32,2.54,0.24,0.23809523809523808,0.3968253968253968,0.9523809523809523,2.7777777777777777,0.47619047619047616,1.984126984126984,0.873015873015873,1.1111111111111112,0.07936507936507936,0.9523809523809523,0.3968253968253968,3.253968253968254,3.492063492063492,27.46031746031746,0.07142857142857142,0.09523809523809522,4,Secondary Creator
Isaac Romero,20,29,70.3,FW,2.2,20,11,2.1,21,21,14,10,95,520,7,7,2156.0,1.84,4,0.29,2.21,0.71,6.8,6.0,-2.8,59,1,441,0.28385899814471244,0.2504638218923933,2.21,0.71,1.84,0.29,0.16697588126159554,0.041743970315398886,0.8348794063079777,1.2105751391465678,0.4591836734693877,0.8348794063079777,0.8766233766233766,0.8766233766233766,0.5844155844155845,0.4174397031539889,0.29220779220779225,2.4628942486085346,3.9656771799628943,21.70686456400742,0.09183673469387756,0.08766233766233766,8,Peripheral Forward
Suso,22,43,74.0,"FW,MF",1.3,31,13,1.6,14,20,2,22,74,334,7,4,606.0,6.68,2,0.45,2.38,0.59,0.7,0.7,-0.7,31,2,385,0.10396039603960396,0.10396039603960396,2.38,0.59,6.68,0.45,0.297029702970297,0.297029702970297,3.2673267326732676,6.386138613861386,1.9306930693069306,4.6039603960396045,2.0792079207920793,2.97029702970297,0.297029702970297,3.2673267326732676,1.0396039603960396,4.6039603960396045,10.990099009900991,49.603960396039604,0.19306930693069307,0.2376237623762376,5,Dribbling Playmaker
Ruben Vargas,13,14,67.2,"FW,MF",0.9,11,9,0.8,12,29,11,15,63,231,4,3,671.0,4.16,3,0.4,2.28,0.67,2.0,2.0,0.0,31,0,247,0.26825633383010433,0.26825633383010433,2.28,0.67,4.16,0.4,0.40238450074515647,0.0,1.743666169895678,1.8777943368107304,1.2071535022354696,1.4754098360655739,1.6095380029806259,3.889716840536513,1.4754098360655739,2.0119225037257826,0.5365126676602087,4.157973174366617,8.450074515648286,30.983606557377048,0.12071535022354694,0.10730253353204172,3,Link Play Forward
Cameron Archer,5,14,81.7,FW,0.7,7,7,0.5,15,22,14,10,66,274,8,2,1441.0,1.25,0,0.0,1.75,0.62,5.7,4.9,-3.7,35,2,251,0.3560027758501041,0.3060374739764053,1.75,0.62,1.25,0.0,0.0,0.12491325468424705,0.31228313671061764,0.8743927827897293,0.43719639139486466,0.43719639139486466,0.936849410131853,1.3740458015267174,0.8743927827897293,0.6245662734212353,0.4996530187369882,2.1859819569743237,4.122137404580153,17.113115891741845,0.04371963913948646,0.031228313671061762,8,Peripheral Forward
Adam Armstrong,9,21,80.2,"FW,MF",0.6,10,8,1.2,6,25,6,13,79,286,3,3,1248.0,1.37,1,0.29,1.8,0.5,3.3,2.3,-1.3,23,0,288,0.23798076923076922,0.1658653846153846,1.8,0.5,1.37,0.29,0.07211538461538461,0.0,0.6490384615384616,1.5144230769230769,0.5769230769230769,0.721153846153846,0.4326923076923077,1.8028846153846156,0.4326923076923077,0.9375,0.21634615384615385,1.6586538461538463,5.697115384615384,20.625,0.04326923076923077,0.08653846153846154,8,Peripheral Forward
Tyler Dibling,20,64,81.3,"FW,MF",1.5,27,20,1.5,45,69,26,50,96,651,20,8,1874.0,2.69,2,0.19,1.34,0.43,2.5,2.5,-0.5,80,8,620,0.1200640341515475,0.1200640341515475,1.34,0.43,2.69,0.19,0.096051227321238,0.384204909284952,0.96051227321238,3.073639274279616,0.96051227321238,1.2966915688367129,2.161152614727855,3.3137673425827106,1.248665955176094,2.40128068303095,0.96051227321238,3.84204909284952,4.610458911419424,31.26467449306297,0.0720384204909285,0.0720384204909285,6,Pressing Forward
Albert Grønbaek,1,1,72.2,"FW,MF",0.0,2,0,0.0,0,1,1,0,3,21,1,0,813.0,1.26,0,0.0,1.26,0.0,0.1,0.1,-0.1,6,0,18,0.011070110701107012,0.011070110701107012,1.26,0.0,1.26,0.0,0.0,0.0,0.11070110701107011,0.11070110701107011,0.0,0.22140221402214022,0.0,0.11070110701107011,0.11070110701107011,0.0,0.11070110701107011,0.6642066420664207,0.33210332103321033,2.3247232472324724,0.0,0.0,8,Peripheral Forward
Paul Onuachu,8,13,60.8,FW,0.3,13,2,0.5,8,7,2,5,40,358,2,1,1050.0,0.77,1,0.09,2.91,1.29,3.6,3.6,0.4,19,0,263,0.3085714285714286,0.3085714285714286,2.91,1.29,0.77,0.09,0.08571428571428572,0.0,0.6857142857142857,1.1142857142857143,0.17142857142857143,1.1142857142857143,0.6857142857142857,0.6000000000000001,0.17142857142857143,0.4285714285714286,0.17142857142857143,1.6285714285714286,3.428571428571429,30.685714285714287,0.02571428571428571,0.04285714285714286,8,Peripheral Forward
Kamaldeen Sulemana,10,27,79.8,"FW,MF",0.8,6,13,1.0,39,63,28,37,87,410,17,6,1402.0,1.93,1,0.19,1.86,0.51,1.5,1.5,-0.5,63,0,357,0.09629101283880172,0.09629101283880172,1.86,0.51,1.93,0.19,0.06419400855920114,0.0,0.6419400855920114,1.7332382310984307,0.834522111269615,0.38516405135520687,2.5035663338088447,4.044222539229672,1.7974322396576319,2.3751783166904423,1.0912981455064195,4.044222539229672,5.584878744650499,26.319543509272467,0.05135520684736091,0.06419400855920114,6,Pressing Forward
Oladapo Afolayan,21,32,69.4,"FW,MF",3.6,23,14,3.8,48,53,28,43,108,555,8,8,1639.0,2.86,3,0.33,2.09,0.71,3.1,3.1,-0.1,72,1,461,0.17022574740695545,0.17022574740695545,2.09,0.71,2.86,0.33,0.16473459426479561,0.05491153142159853,1.1531421598535694,1.757169005491153,0.7687614399023796,1.2629652226967663,2.63575350823673,2.9103111653447225,1.537522879804759,2.361195851128737,0.43929225137278827,3.9536302623550945,5.930445393532642,30.47589993898719,0.19768151311775473,0.20866381940207443,3,Link Play Forward
Johannes Eggestein,24,43,73.9,FW,1.3,25,9,2.1,7,25,8,17,138,543,3,0,1853.0,2.09,4,0.19,1.65,0.49,4.7,3.1,-1.7,58,4,547,0.22827846735024285,0.15056664867781977,1.65,0.49,2.09,0.19,0.19427954668105774,0.19427954668105774,1.1656772800863464,2.088505126821371,0.4371289800323799,1.214247166756611,0.33998920669185106,1.214247166756611,0.38855909336211547,0.8256880733944955,0.1457096600107933,2.817053426875337,6.7026443604964925,26.37344846195359,0.06314085267134377,0.10199676200755532,4,Secondary Creator
Morgan Guilavogui,27,41,65.9,"FW,MF",2.4,29,10,1.9,21,42,22,28,135,565,17,13,1807.0,2.59,2,0.2,2.04,0.75,7.1,7.1,-1.1,71,1,549,0.3536247924737133,0.3536247924737133,2.04,0.75,2.59,0.2,0.0996126175982291,0.04980630879911455,1.3447703375760929,2.0420586607636966,0.4980630879911455,1.4443829551743221,1.0459324847814055,2.091864969562811,1.09573879358052,1.3945766463752076,0.8467072495849475,3.5362479247371335,6.723851687880465,28.140564471499726,0.11953514111787493,0.09463198671831766,4,Secondary Creator
Elias Saad,14,27,76.2,"FW,MF",1.1,17,14,0.8,16,29,14,23,76,319,13,3,900.0,3.5,1,0.4,2.6,0.8,2.8,2.8,0.2,43,2,239,0.27999999999999997,0.27999999999999997,2.6,0.8,3.5,0.4,0.1,0.2,1.4,2.6999999999999997,1.4,1.7,1.6,2.9,1.4,2.3000000000000003,1.3,4.3,7.6000000000000005,31.900000000000002,0.11000000000000001,0.08,3,Link Play Forward
Danel Sinani,24,60,71.4,"FW,MF",2.5,45,16,3.0,10,16,6,15,64,433,11,1,1250.0,4.32,3,0.29,2.52,0.86,1.7,1.7,0.3,52,5,546,0.1224,0.1224,2.52,0.86,4.32,0.29,0.21599999999999997,0.36,1.7279999999999998,4.32,1.1520000000000001,3.2399999999999998,0.72,1.1520000000000001,0.43199999999999994,1.08,0.792,3.7439999999999998,4.6080000000000005,31.176,0.18,0.21599999999999997,5,Dribbling Playmaker
